kohde;jasen;tutkk;pkvp;pvknro;T1;tytyy;Vastaaja;sp;IKAL1;PERHEV;ELVAIHE1;TOIMINTA;ISCO3KA_2;TOLA8KA_2;SOSE;TYOAIKA;TKES;YLSIV;KASTE_2;suuralue2;kunry;TIHEYS;ASALUE;KOKO_2;ANSIOLKM_2;HDESI;V46
51041;2;5;1;1;NA;;1;1;8;3;7;5;;;NA;NA;NA;3;NA;A;2;0.40;1;2;0;3;0
51042;1;4;3;1;1;3;1;1;5;4;5;1;3;9;3;2;NA;1;78;C;1;0.83;1;4+;2;6;0
51042;2;4;3;1;1;3;1;2;5;4;5;1;1;12;4;2;NA;2;6;C;1;0.83;1;4+;2;6;0
51042;3;4;3;1;NA;;1;2;1;1;1;3;;;NA;NA;NA;3;NA;C;1;0.83;1;4+;2;6;470
51042;4;4;3;1;NA;;1;2;1;1;1;3;;;NA;NA;NA;3;NA;C;1;0.83;1;4+;2;6;20
51043;1;1;7;1;NA;;1;1;7;3;7;5;;;NA;NA;NA;3;NA;B;3;0.50;2;2;0;4;0
51043;2;1;7;1;NA;;1;2;7;3;7;4;;;NA;NA;NA;3;NA;B;3;0.50;2;2;0;4;0
51044;1;1;7;1;1;3;1;1;6;3;7;1;9;4;5;2;NA;2;NA;D;3;0.33;1;2;2;8;0
51044;2;1;7;1;1;2;1;2;5;3;4;1;6;7;4;2;NA;2;3;D;3;0.33;1;2;2;8;0
51045;1;5;7;1;NA;;1;1;7;2;8;4;;;NA;NA;NA;3;3;A;1;0.50;1;1;0;3;0
51046;1;3;1;1;1;2;1;2;5;4;6;1;2;4;4;2;NA;2;3;B;1;tammi.33;1;4+;2;4;0
51046;2;3;1;1;1;3;2;1;5;4;6;1;3;7;5;NA;NA;2;NA;B;1;tammi.33;1;4+;2;4;0
51046;3;3;1;1;NA;;1;2;1;1;1;3;;;NA;NA;NA;3;NA;B;1;tammi.33;1;4+;2;4;50
51047;1;8;7;1;1;3;1;2;6;2;8;1;15;3;4;2;NA;2;3;A;1;0.33;1;1;1;9;0
51048;1;9;1;1;1;3;1;2;6;5;3;1;12;13;4;2;NA;1;5;C;2;0.60;2;3;1;5;0
51048;2;9;1;1;NA;;1;2;3;1;1;3;;;NA;NA;NA;1;3;C;2;0.60;2;3;1;5;0
51049;1;8;7;1;NA;;1;1;8;3;7;5;;;NA;NA;NA;1;6;B;1;0.50;1;2;0;10;0
51049;2;8;7;1;NA;;1;2;8;3;7;5;;;NA;NA;NA;2;3;B;1;0.50;1;2;0;10;0
51050;1;12;4;1;1;3;1;2;5;2;2;1;15;4;4;2;NA;1;3;D;1;0.50;1;1;1;9;0
51051;1;8;4;1;NA;;1;2;8;3;7;5;;;NA;NA;NA;2;NA;A;1;0.67;1;2;0;8;0
51051;2;8;4;1;NA;;1;1;9;3;7;5;;;NA;NA;NA;2;6;A;1;0.67;1;2;0;8;0
51052;1;1;2;1;NA;;1;1;8;3;7;5;;;NA;NA;NA;3;3;B;1;1.00;1;3;1;3;0
51053;1;7;7;1;1;3;1;2;6;3;7;1;1;6;3;2;NA;1;3;B;1;0.67;3;2;1;8;0
51053;2;7;7;1;NA;;2;1;7;3;7;5;;;NA;NA;NA;3;3;B;1;0.67;3;2;1;8;0
51054;1;8;1;1;NA;;1;1;8;2;8;5;;;NA;NA;NA;4;NA;B;2;1.00;2;1;0;4;0
51055;1;10;1;1;1;2;1;1;7;2;8;1;17;7;5;2;NA;3;NA;C;1;0.50;1;1;1;8;0
51056;1;1;2;1;1;3;1;1;4;4;5;1;16;2;5;2;NA;2;3;A;1;0.67;2;4+;2;4;0
51056;2;1;2;1;1;3;1;2;5;4;5;1;1;13;4;2;NA;2;5;A;1;0.67;2;4+;2;4;0
51057;1;6;5;1;1;3;1;2;2;1;1;1;12;13;4;2;NA;1;3;B;1;0.67;1;4+;2;3;0
51057;2;6;5;1;NA;;1;1;7;3;7;4;;;NA;NA;NA;3;NA;B;1;0.67;1;4+;2;3;0
51057;3;6;5;1;NA;;1;2;7;3;7;4;;;NA;NA;NA;2;5;B;1;0.67;1;4+;2;3;0
51057;4;6;5;1;1;3;1;2;3;1;1;1;18;2;5;2;NA;2;3;B;1;0.67;1;4+;2;3;0
51058;1;2;5;1;NA;;1;2;6;5;3;2;;;NA;NA;NA;1;78;B;1;1.00;1;3;0;1;200
51058;2;2;5;1;NA;;2;2;2;1;1;3;;;NA;NA;NA;3;NA;B;1;1.00;1;3;0;1;0
51058;3;2;5;1;NA;;2;2;1;1;1;3;;;NA;NA;NA;3;NA;B;1;1.00;1;3;0;1;450
51059;1;3;7;1;1;1;1;2;2;3;4;1;23;1;4;2;NA;1;3;A;1;1.00;1;2;1;3;0
51059;2;3;7;1;NA;;1;1;3;3;4;3;;;NA;NA;NA;1;3;A;1;1.00;1;2;1;3;0
51060;1;1;1;1;1;3;1;2;4;3;4;1;11;11;4;2;NA;1;3;E;1;1.00;1;2;2;7;0
51060;2;1;1;1;4;3;1;1;4;2;2;1;6;9;2;2;NA;1;3;E;1;1.00;1;2;2;7;0
51061;1;11;5;1;1;3;1;1;5;4;5;1;20;5;5;2;NA;1;3;B;1;1.00;1;3;2;6;0
51061;2;11;5;1;1;3;1;2;4;4;5;1;8;13;4;2;NA;2;3;B;1;1.00;1;3;2;6;0
51062;1;1;6;1;1;3;1;1;3;4;5;1;10;9;5;2;NA;2;NA;C;1;tammi.50;1;3;1;1;0
51063;1;2;7;1;1;2;1;1;6;4;6;1;3;13;4;2;NA;2;5;D;1;0.67;1;4+;2;6;0
51063;2;2;7;1;1;2;1;2;5;4;6;1;16;4;4;2;NA;1;6;D;1;0.67;1;4+;2;6;0
51063;3;2;7;1;NA;;1;1;2;1;1;3;;;NA;NA;NA;3;NA;D;1;0.67;1;4+;2;6;0
51063;4;2;7;1;NA;;1;2;1;1;1;3;;;NA;NA;NA;3;NA;D;1;0.67;1;4+;2;6;0
51064;1;10;7;1;NA;;1;1;8;3;7;5;;;NA;NA;NA;1;78;C;1;0.40;1;2;0;10;0
51064;2;10;7;1;NA;;1;2;7;3;7;5;;;NA;NA;NA;1;3;C;1;0.40;1;2;0;10;0
51065;1;11;3;1;1;3;1;2;7;3;7;1;12;13;4;2;NA;2;3;B;1;1.00;1;2;2;10;0
51065;2;11;3;1;3;3;2;1;8;3;7;1;2;4;2;NA;NA;2;3;B;1;1.00;1;2;2;10;0
51066;1;8;2;1;1;2;1;1;5;2;2;1;9;9;3;2;NA;1;6;B;1;0.50;1;1;1;9;0
51067;1;2;7;1;NA;;1;2;9;2;8;5;;;NA;NA;NA;3;3;A;3;0.40;1;2;0;3;0
51067;2;2;7;1;NA;;1;2;9;2;8;5;;;NA;NA;NA;3;3;A;3;0.40;1;2;0;3;0
51068;1;9;2;1;1;3;1;1;5;3;4;1;3;13;5;2;NA;1;3;B;1;1.00;1;3;3;8;0
51068;2;9;2;1;1;3;1;2;6;3;7;1;10;2;4;2;NA;2;NA;B;1;1.00;1;3;3;8;0
51068;3;9;2;1;1;3;2;1;2;1;1;1;19;2;4;NA;NA;2;3;B;1;1.00;1;3;3;8;330
51069;1;6;3;1;1;3;1;2;5;4;5;1;12;13;3;2;NA;1;6;C;1;0.57;1;4+;2;8;0
51069;2;6;3;1;1;2;2;1;5;4;5;1;5;12;3;NA;NA;1;78;C;1;0.57;1;4+;2;8;0
51070;1;9;1;1;NA;;1;2;9;2;8;5;;;NA;NA;NA;3;NA;A;1;0.20;1;1;0;8;0
51071;1;4;3;1;NA;;1;2;9;2;8;5;;;NA;NA;NA;3;NA;A;3;1.00;1;1;0;3;0
51072;1;10;7;1;NA;;1;1;7;3;7;2;;;NA;NA;NA;3;NA;B;2;0.50;1;2;1;7;0
51072;2;10;7;1;1;3;1;2;7;3;7;1;8;9;5;2;NA;3;NA;B;2;0.50;1;2;1;7;0
51073;1;5;7;1;1;3;1;2;7;4;6;1;6;10;4;2;NA;3;NA;A;1;1.00;1;3;1;3;0
51073;2;5;7;1;NA;;1;1;7;5;3;2;;;NA;NA;412;2;NA;A;1;1.00;1;3;1;3;0
51073;3;5;7;1;NA;;1;2;1;1;1;3;;;NA;NA;NA;3;NA;A;1;1.00;1;3;1;3;0
51074;1;7;5;1;3;3;1;2;6;4;6;1;9;9;2;2;NA;2;3;B;3;0.67;3;4+;2;1;0
51074;2;7;5;1;2;3;1;1;6;4;6;1;5;12;1;2;NA;2;NA;B;3;0.67;3;4+;2;1;0
51074;3;7;5;1;NA;;3;2;1;1;1;3;;;NA;NA;NA;3;NA;B;3;0.67;3;4+;2;1;0
51075;1;2;6;1;NA;;1;2;8;3;7;5;;;NA;NA;NA;3;NA;C;3;0.67;3;2;0;2;0
51075;2;2;6;1;NA;;2;1;9;3;7;5;;;NA;NA;NA;3;NA;C;3;0.67;3;2;0;2;0
51076;1;4;2;1;NA;;1;2;3;1;1;3;;;NA;NA;NA;1;3;A;1;tammi.20;1;4+;0;5;0
51077;1;9;1;1;NA;;1;2;7;2;8;2;;;NA;NA;2;3;3;E;3;1.00;3;1;0;5;0
51078;1;7;1;1;NA;;1;1;9;2;8;5;;;NA;NA;NA;2;5;A;1;0.50;1;1;0;5;0
51079;1;5;7;1;1;3;1;1;4;3;4;1;20;1;5;2;NA;2;NA;A;3;0.40;3;2;1;5;0
51079;2;5;7;1;NA;;1;2;4;3;4;2;;;NA;NA;70;1;6;A;3;0.40;3;2;1;5;0
51080;1;10;7;1;1;3;1;2;5;4;5;1;6;9;4;2;NA;2;3;A;1;0.44;2;4+;1;7;0
51081;1;3;7;1;1;1;1;1;7;1;1;1;2;16;5;2;NA;2;3;C;1;0.75;3;3;1;4;0
51082;1;9;6;1;1;3;1;1;6;2;8;1;21;11;3;2;NA;1;78;E;1;0.50;1;1;1;10;0
51083;1;3;2;1;1;3;1;2;3;2;2;1;15;3;5;NA;NA;2;3;C;1;0.50;1;1;1;4;0
51084;1;12;7;1;1;3;1;1;7;3;7;1;11;8;4;2;NA;2;5;E;1;0.67;1;2;2;9;0
51084;2;12;7;1;1;3;2;2;6;3;7;1;2;2;3;NA;NA;2;3;E;1;0.67;1;2;2;9;0
51085;1;2;3;1;NA;;1;2;7;2;8;5;;;NA;NA;NA;3;3;A;1;0.50;1;1;0;5;0
51086;1;5;7;1;NA;;1;2;9;3;7;5;;;NA;NA;NA;3;3;E;1;0.40;1;2;0;3;0
51086;2;5;7;1;NA;;1;1;9;3;7;5;;;NA;NA;NA;3;NA;E;1;0.40;1;2;0;3;0
51087;1;5;2;1;NA;;1;2;9;3;7;5;;;NA;NA;NA;2;3;C;2;0.50;1;2;0;3;0
51088;1;3;1;1;1;3;1;1;5;4;5;1;20;2;3;2;NA;1;78;E;1;0.56;1;4+;2;5;0
51088;2;3;1;1;1;3;1;2;5;4;5;1;2;3;3;2;NA;1;6;E;1;0.56;1;4+;2;5;0
51089;1;2;7;1;NA;;1;2;7;3;7;5;;;NA;NA;NA;2;NA;A;1;1.00;1;2;0;6;0
51090;1;3;3;1;1;3;1;2;6;2;8;1;10;5;3;2;NA;2;5;C;1;0.33;1;1;1;9;0
51091;1;6;4;1;NA;;1;2;5;4;5;6;;;NA;NA;NA;1;6;D;1;1.00;1;4+;2;9;0
51091;2;6;4;1;1;3;1;1;5;4;5;1;3;5;3;2;NA;1;78;D;1;1.00;1;4+;2;9;0
51091;3;6;4;1;1;3;1;2;2;1;1;1;21;10;5;1;NA;3;NA;D;1;1.00;1;4+;2;9;0
51092;1;1;2;1;1;2;1;1;4;4;5;1;19;2;4;2;NA;1;6;B;1;1.00;1;3;2;5;0
51092;2;1;2;1;1;2;1;2;4;4;5;1;13;4;3;2;NA;1;6;B;1;1.00;1;3;2;5;0
51093;1;10;7;1;NA;;1;2;5;2;2;2;;;NA;NA;6;1;6;B;3;0.50;2;1;0;1;170
51094;1;4;5;1;1;3;1;2;7;2;8;1;11;2;4;1;NA;2;3;A;3;1.00;2;1;1;4;0
51095;1;6;2;1;1;3;1;2;5;4;6;1;8;13;3;2;NA;1;78;C;1;1.00;1;4+;3;6;0
51095;2;6;2;1;1;1;1;1;6;4;6;1;12;13;3;1;NA;1;78;C;1;1.00;1;4+;3;6;0
51095;3;6;2;1;1;3;1;2;2;1;1;1;22;2;4;1;NA;2;NA;C;1;1.00;1;4+;3;6;0
51095;4;6;2;1;NA;;1;1;2;1;1;3;;;NA;NA;NA;4;NA;C;1;1.00;1;4+;3;6;0
51095;5;6;2;1;NA;;1;2;1;1;1;3;;;NA;NA;NA;3;NA;C;1;1.00;1;4+;3;6;0
51096;1;6;7;1;NA;;1;1;8;3;7;5;;;NA;NA;NA;1;3;E;1;0.67;1;2;0;8;0
51096;2;6;7;1;NA;;1;2;7;3;7;5;;;NA;NA;NA;1;3;E;1;0.67;1;2;0;8;0
51097;1;6;2;1;1;1;1;1;7;3;7;1;5;4;3;2;NA;3;5;A;1;0.40;1;2;2;9;0
51097;2;6;2;1;1;3;1;2;7;3;7;1;12;13;5;2;NA;3;3;A;1;0.40;1;2;2;9;0
51098;1;3;5;1;NA;;1;1;7;3;7;5;;;NA;NA;NA;3;3;A;3;0.50;2;2;1;8;0
51098;2;3;5;1;1;2;1;2;7;3;7;1;2;4;4;2;NA;3;3;A;3;0.50;2;2;1;8;0
51099;1;12;1;1;NA;;1;1;8;3;7;5;;;NA;NA;NA;3;NA;B;3;0.40;1;2;0;6;0
51099;2;12;1;1;NA;;1;2;8;3;7;5;;;NA;NA;NA;3;NA;B;3;0.40;1;2;0;6;0
51100;1;5;3;1;NA;;1;2;5;4;5;6;;;NA;NA;NA;1;3;B;1;1.00;1;4+;1;4;0
51100;2;5;3;1;1;3;1;1;5;4;5;1;5;12;3;2;NA;1;78;B;1;1.00;1;4+;1;4;0
51101;1;11;6;1;4;3;1;1;7;4;6;1;14;1;2;2;NA;3;3;C;2;1.00;2;4+;2;1;0
51101;2;11;6;1;4;3;1;2;6;4;6;1;14;1;2;1;NA;1;3;C;2;1.00;2;4+;2;1;0
51101;3;11;6;1;NA;;2;1;2;1;1;3;;;NA;NA;NA;2;NA;C;2;1.00;2;4+;2;1;180
51101;4;11;6;1;NA;;2;2;2;1;1;3;;;NA;NA;NA;2;NA;C;2;1.00;2;4+;2;1;500
51101;5;11;6;1;NA;;2;2;2;1;1;3;;;NA;NA;NA;3;NA;C;2;1.00;2;4+;2;1;430
51101;6;11;6;1;NA;;2;2;1;1;1;3;;;NA;NA;NA;3;NA;C;2;1.00;2;4+;2;1;340
51102;1;8;2;1;NA;;1;2;7;3;7;4;;;NA;NA;NA;1;3;C;2;0.33;1;2;1;10;0
51102;2;8;2;1;1;3;1;1;7;3;7;1;20;5;3;2;NA;2;6;C;2;0.33;1;2;1;10;0
51103;1;6;1;1;5;3;1;1;7;3;7;1;4;12;1;1;NA;3;NA;E;3;1.00;2;2;1;3;0
51103;2;6;1;1;NA;;1;2;7;3;7;5;;;NA;NA;NA;2;3;E;3;1.00;2;2;1;3;0
51104;1;12;1;1;1;3;1;2;3;1;1;1;12;13;4;1;NA;1;3;D;1;1.00;1;4+;4+;8;90
51105;1;8;7;1;1;2;2;1;6;4;6;1;20;5;5;NA;NA;2;3;D;1;1.00;1;3;2;4;0
51105;2;8;7;1;1;2;1;2;6;4;6;1;10;15;5;2;NA;2;3;D;1;1.00;1;3;2;4;0
51105;3;8;7;1;NA;;1;1;2;1;1;3;;;NA;NA;NA;2;NA;D;1;1.00;1;3;2;4;0
51106;1;7;1;1;NA;;1;2;5;4;5;3;;;NA;NA;NA;1;78;D;2;0.57;1;4+;1;1;0
51106;2;7;1;1;3;3;1;1;5;4;5;1;6;2;2;2;NA;1;5;D;2;0.57;1;4+;1;1;0
51107;1;9;3;1;NA;;1;2;2;1;1;3;;;NA;NA;NA;2;NA;B;1;1.00;1;3;2;9;570
51107;2;9;3;1;1;3;1;1;5;4;6;1;12;6;3;2;NA;2;5;B;1;1.00;1;3;2;9;0
51107;3;9;3;1;1;3;1;2;5;4;6;1;12;12;4;2;NA;1;5;B;1;1.00;1;3;2;9;0
51108;1;5;7;1;1;3;1;2;5;2;2;1;5;12;5;2;NA;1;3;A;1;1.00;1;1;1;8;0
51109;1;2;3;1;NA;;1;1;7;3;7;5;;;NA;NA;NA;3;3;A;1;0.67;2;2;1;6;0
51109;2;2;3;1;1;3;1;2;6;3;7;1;8;13;4;2;NA;2;3;A;1;0.67;2;2;1;6;0
51110;1;6;3;1;NA;;1;2;8;3;7;5;;;NA;NA;NA;1;6;C;2;0.40;1;2;0;7;0
51110;2;6;3;1;NA;;1;1;8;3;7;5;;;NA;NA;NA;1;6;C;2;0.40;1;2;0;7;0
51111;1;6;5;1;NA;;1;2;7;2;8;5;;;NA;NA;NA;2;NA;A;1;0.50;1;1;0;6;0
51112;1;2;4;1;NA;;1;2;7;2;8;5;;;NA;NA;NA;2;3;C;1;0.50;1;1;0;7;0
51113;1;6;3;1;1;3;1;1;4;2;2;1;2;9;5;2;NA;1;6;B;1;1.00;1;1;1;9;0
51114;1;12;7;1;NA;;1;2;8;2;8;5;;;NA;NA;NA;3;NA;B;1;0.50;1;1;0;4;0
51115;1;8;1;1;3;3;1;1;7;2;8;1;12;12;2;NA;NA;2;6;A;1;0.20;1;1;1;9;0
51116;1;3;4;1;1;3;1;1;6;3;7;1;18;2;3;2;NA;2;5;B;3;0.33;3;2;2;10;0
51116;2;3;4;1;1;2;1;2;5;3;4;1;5;12;3;2;NA;1;78;B;3;0.33;3;2;2;10;0
51117;1;9;1;1;1;3;1;1;4;4;5;1;6;7;4;2;NA;2;NA;A;3;0.80;1;4+;1;3;0
51117;2;9;1;1;NA;;1;2;4;4;5;6;;;NA;NA;NA;2;3;A;3;0.80;1;4+;1;3;0
51118;1;7;2;1;3;3;1;1;5;4;5;1;21;10;2;2;NA;1;5;A;1;0.80;1;4+;2;9;0
51118;2;7;2;1;1;3;1;2;5;4;5;1;6;11;4;2;NA;1;5;A;1;0.80;1;4+;2;9;0
51119;1;11;2;1;1;3;1;2;6;4;6;1;1;11;5;2;NA;2;3;B;3;0.60;2;3;2;6;0
51119;2;11;2;1;NA;;1;1;6;4;6;2;;;NA;NA;NA;1;3;B;3;0.60;2;3;2;6;0
51119;3;11;2;1;1;3;1;2;2;1;1;1;14;8;5;1;NA;2;NA;B;3;0.60;2;3;2;6;470
51120;1;6;5;1;NA;;1;2;9;2;8;5;;;NA;NA;NA;1;5;E;1;0.33;1;1;0;7;0
51121;1;9;6;1;NA;;1;2;5;4;5;6;;;NA;NA;NA;1;5;C;1;tammi.25;1;4+;1;5;0
51121;2;9;6;1;1;3;1;1;5;4;5;1;14;1;3;2;NA;1;6;C;1;tammi.25;1;4+;1;5;0
51122;1;9;4;1;1;3;1;1;6;2;8;1;6;15;5;2;NA;2;3;D;1;0.50;1;1;1;10;0
51123;1;12;7;1;NA;;1;2;9;2;8;5;;;NA;NA;NA;2;NA;A;1;0.50;1;1;0;8;0
51124;1;1;7;1;3;3;1;1;4;4;5;1;2;6;2;1;NA;2;NA;A;3;tammi.25;3;4+;2;1;0
51124;2;1;7;1;1;2;1;2;4;4;5;1;6;11;4;2;NA;2;3;A;3;tammi.25;3;4+;2;1;0
51125;1;12;5;1;NA;;1;2;3;3;4;3;;;NA;NA;NA;1;3;B;1;2.00;1;2;0;3;460
51125;2;12;5;1;NA;;1;1;3;3;4;3;;;NA;NA;NA;2;3;B;1;2.00;1;2;0;3;650
51126;1;6;5;1;1;3;1;1;4;4;5;1;16;2;4;2;NA;2;6;A;1;1.00;2;4+;2;6;0
51126;2;6;5;1;1;3;1;2;4;4;5;1;9;2;3;2;NA;1;78;A;1;1.00;2;4+;2;6;0
51127;1;8;1;1;NA;;1;2;8;3;7;5;;;NA;NA;NA;1;6;B;1;0.40;1;2;0;9;0
51127;2;8;1;1;NA;;1;1;9;3;7;5;;;NA;NA;NA;1;6;B;1;0.40;1;2;0;9;0
51128;1;9;1;1;NA;;1;1;7;3;7;4;;;NA;NA;NA;3;5;A;2;0.67;1;2;0;6;0
51128;2;9;1;1;NA;;1;2;6;3;7;2;;;NA;NA;11;2;5;A;2;0.67;1;2;0;6;0
51129;1;2;7;1;1;3;1;2;5;4;5;1;9;11;4;NA;NA;1;3;A;3;0.80;3;4+;2;4;0
51130;1;4;3;1;NA;;1;2;9;3;7;5;;;NA;NA;NA;3;NA;B;3;0.67;2;2;0;3;0
51131;1;10;4;1;NA;;1;2;4;4;5;6;;;NA;NA;NA;2;3;D;1;tammi.50;1;3;1;5;0
51131;2;10;4;1;3;3;2;1;4;4;5;1;1;4;2;NA;NA;2;3;D;1;tammi.50;1;3;1;5;0
51132;1;4;6;1;NA;;1;1;9;3;7;5;;;NA;NA;NA;3;NA;A;2;0.33;3;2;0;2;0
51132;2;4;6;1;NA;;1;2;9;3;7;5;;;NA;NA;NA;3;3;A;2;0.33;3;2;0;2;0
51133;1;5;1;1;NA;;1;2;7;3;7;5;;;NA;NA;NA;3;NA;E;1;0.67;1;2;0;6;0
51134;1;4;2;1;1;3;1;1;4;3;4;1;9;9;3;2;NA;2;3;B;1;0.67;1;2;1;5;0
51135;1;4;1;1;1;1;1;1;4;3;4;1;12;11;4;2;NA;1;6;D;1;1.00;2;2;1;9;0
51136;1;12;1;1;1;1;1;1;5;3;4;1;2;9;4;2;NA;2;6;E;1;1.00;1;2;2;10;0
51136;2;12;1;1;1;2;2;2;5;3;4;1;5;13;3;NA;NA;1;78;E;1;1.00;1;2;2;10;0
51137;1;12;7;1;NA;;1;2;6;3;7;2;;;NA;NA;45;2;3;B;1;0.75;1;3;1;6;0
51137;2;12;7;1;NA;;1;1;6;3;7;4;;;NA;NA;NA;3;3;B;1;0.75;1;3;1;6;0
51137;3;12;7;1;1;3;2;1;3;1;1;1;12;12;3;NA;NA;1;3;B;1;0.75;1;3;1;6;0
51138;1;7;4;1;NA;;1;1;8;3;7;5;;;NA;NA;NA;1;78;A;1;0.67;1;2;0;7;0
51138;2;7;4;1;NA;;1;2;7;3;7;5;;;NA;NA;NA;1;78;A;1;0.67;1;2;0;7;0
51139;1;5;1;1;1;3;2;1;7;3;7;1;12;13;5;NA;NA;2;5;B;1;1.00;3;4+;2;8;0
51139;2;5;1;1;NA;;1;2;7;3;7;4;;;NA;NA;NA;2;3;B;1;1.00;3;4+;2;8;0
51139;3;5;1;1;NA;;2;1;4;1;1;3;;;NA;NA;NA;1;6;B;1;1.00;3;4+;2;8;0
51139;4;5;1;1;1;3;1;1;3;1;1;1;12;13;5;2;NA;1;3;B;1;1.00;3;4+;2;8;380
51140;1;6;1;1;1;2;1;1;6;4;6;1;15;3;3;2;NA;1;78;A;1;0.80;1;4+;2;8;0
51140;2;6;1;1;1;2;1;2;6;4;6;1;12;12;3;2;NA;1;78;A;1;0.80;1;4+;2;8;0
51140;3;6;1;1;NA;;1;2;1;1;1;3;;;NA;NA;NA;3;NA;A;1;0.80;1;4+;2;8;0
51140;4;6;1;1;NA;;1;2;1;1;1;3;;;NA;NA;NA;3;NA;A;1;0.80;1;4+;2;8;20
51141;1;10;4;1;1;3;1;2;3;3;4;1;13;4;4;2;NA;1;3;B;1;1.00;1;2;1;3;0
51141;2;10;4;1;NA;;1;1;3;3;4;3;;;NA;NA;NA;1;6;B;1;1.00;1;2;1;3;90
51142;1;3;2;1;1;3;2;1;6;3;7;1;1;8;3;NA;NA;2;5;A;2;0.75;1;3;3;6;0
51143;1;5;6;1;NA;;1;1;8;3;7;5;;;NA;NA;NA;1;6;A;1;0.67;1;2;0;7;0
51143;2;5;6;1;NA;;1;2;8;3;7;5;;;NA;NA;NA;1;5;A;1;0.67;1;2;0;7;0
51144;1;9;4;1;1;1;1;1;7;3;7;1;6;13;3;2;NA;1;5;D;1;0.40;1;2;2;8;0
51144;2;9;4;1;1;3;1;2;7;3;7;1;2;8;4;2;NA;2;5;D;1;0.40;1;2;2;8;0
51145;1;11;4;1;NA;;1;2;7;2;8;5;;;NA;NA;NA;3;3;B;1;0.50;2;1;0;7;0
51146;1;2;7;1;NA;;1;1;4;3;4;3;;;NA;NA;NA;2;3;B;1;1.00;1;2;0;6;0
51146;2;2;7;1;NA;;1;2;4;3;4;3;;;NA;NA;NA;1;6;B;1;1.00;1;2;0;6;0
51147;1;11;3;1;1;3;1;2;3;2;2;1;7;9;4;1;NA;1;3;B;1;1.00;1;1;1;7;320
51148;1;9;7;1;3;3;2;1;5;3;4;1;12;13;2;NA;NA;2;3;B;1;0.33;2;2;2;10;0
51148;2;9;7;1;3;3;1;2;6;3;7;1;12;13;2;2;NA;2;3;B;1;0.33;2;2;2;10;0
51149;1;7;3;1;NA;;1;2;9;2;8;5;;;NA;NA;NA;1;78;A;1;0.33;1;1;0;10;0
51150;1;8;4;1;1;2;1;2;5;4;6;1;5;12;4;2;NA;2;3;E;2;0.75;2;3;2;7;0
51150;2;8;4;1;1;3;1;1;4;4;6;1;21;6;3;2;NA;2;NA;E;2;0.75;2;3;2;7;0
51150;3;8;4;1;NA;;1;2;1;1;1;3;;;NA;NA;NA;3;NA;E;2;0.75;2;3;2;7;450
51151;1;2;3;1;1;1;1;2;7;3;7;1;20;5;4;2;NA;3;3;B;1;0.40;1;2;2;9;0
51151;2;2;3;1;1;3;1;1;7;3;7;1;14;1;4;2;NA;2;3;B;1;0.40;1;2;2;9;0
51152;1;8;7;1;1;2;1;1;3;3;4;1;12;6;3;2;NA;2;3;C;1;1.00;1;2;2;6;0
51152;2;8;7;1;1;3;1;2;3;3;4;1;8;13;4;2;NA;1;3;C;1;1.00;1;2;2;6;0
51153;1;7;1;1;NA;;1;1;6;2;8;2;;;NA;NA;115;2;3;A;1;1.00;1;1;0;1;0
51154;1;2;7;1;1;3;1;1;6;2;8;1;12;13;5;2;NA;2;3;D;1;0.67;1;2;1;5;0
51154;2;2;7;1;NA;;1;1;6;2;8;2;;;NA;NA;529;1;5;D;1;0.67;1;2;1;5;0
51155;1;3;1;1;1;3;1;2;7;3;7;1;7;2;4;2;NA;3;NA;B;1;1.00;1;2;1;6;0
51155;2;3;1;1;NA;;1;1;8;3;7;5;;;NA;NA;NA;3;NA;B;1;1.00;1;2;1;6;0
51156;1;6;2;1;1;3;1;1;6;4;6;1;10;10;4;2;NA;1;5;D;1;1.00;1;4+;3;6;0
51156;2;6;2;1;1;2;1;2;6;4;6;1;14;1;4;2;NA;2;3;D;1;1.00;1;4+;3;6;0
51156;3;6;2;1;NA;;1;2;1;1;1;3;;;NA;NA;NA;3;NA;D;1;1.00;1;4+;3;6;0
51157;1;2;4;1;1;2;1;1;6;2;8;1;1;9;3;2;NA;1;78;B;2;0.50;1;2;1;8;0
51158;1;10;6;1;1;3;1;1;7;2;8;1;16;2;5;2;NA;3;NA;B;3;0.33;2;1;1;8;0
51159;1;4;2;1;NA;;1;1;7;2;8;5;;;NA;NA;NA;3;3;B;1;0.20;1;1;0;9;0
51160;1;7;1;1;NA;;1;1;8;2;8;5;;;NA;NA;NA;3;3;A;3;0.33;2;1;0;7;0
51161;1;2;7;1;1;3;1;2;6;4;6;1;4;13;4;2;NA;2;5;A;1;0.50;1;3;1;6;0
51161;2;2;7;1;NA;;1;1;7;4;6;5;;;NA;NA;NA;2;NA;A;1;0.50;1;3;1;6;0
51161;3;2;7;1;NA;;1;2;2;1;1;3;;;NA;NA;NA;2;NA;A;1;0.50;1;3;1;6;0
51162;1;2;7;1;1;3;1;1;3;2;2;1;9;14;5;2;NA;2;3;C;1;0.50;1;1;1;9;0
51163;1;2;2;1;NA;;1;2;5;4;5;3;;;NA;NA;NA;2;5;A;1;0.75;2;3;1;6;410
51163;2;2;2;1;1;3;1;1;5;4;5;1;13;4;5;2;NA;2;3;A;1;0.75;2;3;1;6;0
