kohde;jasen;tutkk;pkvp;pvknro;T1;tytyy;Vastaaja;sp;IKAL1;PERHEV;ELVAIHE1;TOIMINTA;ISCO3KA_2;TOLA8KA_2;SOSE;TYOAIKA;TKES;YLSIV;KASTE_2;suuralue2;kunry;TIHEYS;ASALUE;KOKO_2;ANSIOLKM_2;HDESI;V46
50922;1;7;2;1;1;3;1;1;5;4;5;1;2;7;3;2;NA;1;6;C;1;tammi.50;1;4+;2;6;0
50922;2;7;2;1;3;3;1;2;5;4;5;1;2;5;2;1;NA;1;78;C;1;tammi.50;1;4+;2;6;0
50922;3;7;2;1;NA;;1;1;1;1;1;3;;;NA;NA;NA;3;NA;C;1;tammi.50;1;4+;2;6;0
50923;1;12;1;1;NA;;1;2;7;3;7;5;;;NA;NA;NA;3;3;C;3;1.00;2;2;0;3;0
50923;2;12;1;1;NA;;1;1;8;3;7;5;;;NA;NA;NA;3;NA;C;3;1.00;2;2;0;3;0
50924;1;10;7;1;NA;;1;1;7;2;8;4;;;NA;NA;NA;3;NA;C;1;0.50;1;1;0;3;0
50925;1;10;4;1;NA;;1;2;7;3;7;4;;;NA;NA;NA;3;NA;B;1;0.67;1;2;0;4;0
50925;2;10;4;1;NA;;1;1;7;3;7;2;;;NA;NA;NA;3;3;B;1;0.67;1;2;0;4;0
50926;1;11;6;1;NA;;1;2;7;2;8;5;;;NA;NA;NA;3;NA;B;3;0.17;3;1;0;4;0
50927;1;12;2;1;NA;;1;1;3;3;4;3;;;NA;NA;NA;1;3;C;1;0.50;2;2;1;4;370
50927;2;12;2;1;1;2;1;2;3;3;4;1;8;13;4;2;NA;1;6;C;1;0.50;2;2;1;4;0
50928;1;9;6;1;NA;;1;1;7;3;7;2;;;NA;NA;27;3;NA;C;3;0.50;2;2;1;6;0
50928;2;9;6;1;1;3;1;2;7;3;7;1;12;6;5;1;NA;3;NA;C;3;0.50;2;2;1;6;0
50929;1;1;1;1;NA;;1;1;9;3;7;5;;;NA;NA;NA;3;NA;B;3;1.00;3;2;0;2;0
50929;2;1;1;1;NA;;1;2;9;3;7;5;;;NA;NA;NA;3;NA;B;3;1.00;3;2;0;2;0
50930;1;11;1;1;1;3;1;1;7;3;7;1;21;2;4;2;NA;2;3;A;1;1.00;1;2;2;8;0
50930;2;11;1;1;1;3;1;2;7;3;7;1;6;8;4;2;NA;2;NA;A;1;1.00;1;2;2;8;0
50931;1;6;7;1;NA;;1;1;8;3;7;5;;;NA;NA;NA;3;NA;E;2;0.67;3;2;0;2;0
50931;2;6;7;1;NA;;1;2;8;3;7;5;;;NA;NA;NA;3;NA;E;2;0.67;3;2;0;2;0
50932;1;5;4;1;NA;;1;1;6;2;8;5;;;NA;NA;NA;3;3;D;3;0.50;3;1;0;8;0
50933;1;2;7;1;NA;;1;2;2;1;1;3;;;NA;NA;NA;2;NA;B;1;1.00;2;4+;2;6;0
50933;2;2;7;1;1;3;1;1;6;4;6;1;7;3;5;2;NA;3;3;B;1;1.00;2;4+;2;6;0
50933;3;2;7;1;1;2;1;2;6;4;6;1;4;13;3;2;NA;1;5;B;1;1.00;2;4+;2;6;0
50933;4;2;7;1;NA;;1;2;1;1;1;3;;;NA;NA;NA;3;NA;B;1;1.00;2;4+;2;6;100
50934;1;1;7;1;NA;;1;1;7;2;8;4;;;NA;NA;NA;3;NA;B;1;0.33;1;1;0;7;0
50935;1;10;3;1;1;3;1;2;7;2;8;1;4;9;5;1;NA;3;NA;D;2;0.33;1;1;1;10;0
50936;1;2;2;1;1;2;1;2;4;3;4;1;3;7;3;2;NA;1;6;C;1;0.50;1;2;1;7;0
50936;2;2;2;1;NA;;1;1;4;3;4;2;;;NA;NA;11;1;3;C;1;0.50;1;2;1;7;0
50937;1;11;3;1;1;3;1;1;5;2;2;1;7;7;4;2;NA;1;3;B;1;0.50;1;1;1;10;0
50938;1;10;1;1;1;3;1;2;6;4;6;1;16;4;4;2;NA;1;5;C;1;0.75;1;3;2;6;0
50938;2;10;1;1;3;3;1;1;7;4;6;1;12;13;2;2;NA;2;3;C;1;0.75;1;3;2;6;0
50938;3;10;1;1;NA;;1;2;1;1;1;3;;;NA;NA;NA;3;NA;C;1;0.75;1;3;2;6;110
50939;1;3;3;1;NA;;1;2;8;2;8;5;;;NA;NA;NA;2;5;A;2;0.50;2;1;0;7;0
50940;1;8;1;1;NA;;1;1;9;3;7;5;;;NA;NA;NA;3;3;B;3;0.50;2;2;0;3;0
50940;2;8;1;1;NA;;1;2;8;3;7;5;;;NA;NA;NA;3;NA;B;3;0.50;2;2;0;3;0
50941;1;7;4;1;1;1;1;1;6;3;7;1;8;9;5;2;NA;2;NA;E;1;0.67;1;2;2;8;0
50941;2;7;4;1;1;3;1;2;6;3;7;1;21;8;4;2;NA;1;3;E;1;0.67;1;2;2;8;0
50942;1;5;2;1;NA;;1;2;9;2;8;5;;;NA;NA;NA;3;NA;C;3;0.50;2;1;0;8;0
50943;1;5;6;1;NA;;1;1;9;3;7;5;;;NA;NA;NA;3;NA;B;1;0.67;1;2;0;3;0
50944;1;12;4;1;1;1;1;1;4;2;2;1;12;6;4;2;NA;1;6;E;1;0.50;1;1;1;6;0
50945;1;2;6;1;NA;;1;1;8;3;7;5;;;NA;NA;NA;3;NA;A;3;0.50;2;2;0;6;0
50945;2;2;6;1;NA;;1;2;8;3;7;5;;;NA;NA;NA;3;3;A;3;0.50;2;2;0;6;0
50946;1;7;7;1;NA;;1;1;4;1;1;2;;;NA;NA;25;2;3;B;1;0.75;1;3;1;5;0
50946;2;7;7;1;NA;;1;1;8;3;7;5;;;NA;NA;NA;4;NA;B;1;0.75;1;3;1;5;0
50946;3;7;7;1;1;3;1;2;7;3;7;1;21;13;5;1;NA;4;3;B;1;0.75;1;3;1;5;0
50947;1;1;6;1;NA;;1;1;7;2;8;5;;;NA;NA;NA;3;3;A;1;0.50;1;1;0;7;0
50948;1;12;5;1;NA;;1;1;3;2;2;3;;;NA;NA;NA;1;3;B;1;0.50;1;1;0;2;390
50949;1;11;4;1;NA;;1;1;2;1;1;3;;;NA;NA;NA;2;NA;B;2;1.00;2;3;2;7;400
50949;2;11;4;1;1;3;1;1;6;4;6;1;16;2;3;2;NA;2;3;B;2;1.00;2;3;2;7;0
50949;3;11;4;1;1;2;1;2;6;4;6;1;1;7;5;2;NA;2;3;B;2;1.00;2;3;2;7;0
50950;1;11;1;1;NA;;1;2;4;3;4;3;;;NA;NA;NA;1;3;B;1;0.67;1;2;1;7;120
50950;2;11;1;1;1;3;1;1;4;3;4;1;3;12;4;2;NA;2;3;B;1;0.67;1;2;1;7;0
50951;1;8;1;1;NA;;1;2;9;2;8;5;;;NA;NA;NA;3;NA;C;2;0.50;1;1;0;2;0
50952;1;6;6;1;1;2;1;2;7;3;7;1;15;3;4;2;NA;3;NA;D;3;0.67;2;2;1;9;0
50953;1;11;7;1;1;3;1;1;4;3;4;1;19;2;3;2;NA;1;78;B;1;1.00;1;2;2;10;0
50953;2;11;7;1;1;2;1;2;4;3;4;1;1;10;4;2;NA;1;6;B;1;1.00;1;2;2;10;460
50954;1;11;4;1;1;3;1;1;4;4;5;1;6;12;3;2;NA;1;6;E;1;tammi.50;1;3;2;6;0
50954;2;11;4;1;1;3;1;2;4;4;5;1;23;11;4;1;NA;1;6;E;1;tammi.50;1;3;2;6;0
50955;2;4;7;1;NA;;3;1;5;1;1;7;;;NA;NA;NA;NA;3;E;3;0.50;3;2;0;2;0
50956;1;5;1;1;1;2;1;2;5;3;4;1;14;3;3;2;NA;1;78;A;2;0.50;2;2;2;10;150
50956;2;5;1;1;1;3;1;1;5;3;4;1;8;13;4;2;NA;1;78;A;2;0.50;2;2;2;10;0
50957;1;1;2;1;1;1;1;2;7;2;8;1;15;3;3;2;NA;1;78;B;1;0.20;1;1;1;10;0
50958;1;9;1;1;NA;;1;1;8;3;7;5;;;NA;NA;NA;3;3;A;2;0.80;1;4+;0;4;0
50958;2;9;1;1;NA;;1;2;8;3;7;6;;;NA;NA;NA;3;NA;A;2;0.80;1;4+;0;4;0
50959;1;9;1;1;NA;;1;2;7;3;7;5;;;NA;NA;NA;3;NA;A;1;0.67;1;2;0;4;0
50959;2;9;1;1;NA;;1;1;7;3;7;5;;;NA;NA;NA;3;3;A;1;0.67;1;2;0;4;0
50960;1;2;5;1;1;3;1;1;6;3;7;1;3;14;5;2;NA;3;3;B;3;0.50;1;2;1;8;0
50960;2;2;5;1;NA;;1;2;7;3;7;2;;;NA;NA;26;3;3;B;3;0.50;1;2;1;8;0
50961;1;5;1;1;NA;;1;2;4;4;5;6;;;NA;NA;NA;1;6;A;1;0.75;1;3;1;6;0
50961;2;5;1;1;1;3;2;1;4;4;5;1;9;9;3;NA;NA;1;6;A;1;0.75;1;3;1;6;0
50962;1;3;7;1;NA;;1;1;7;3;7;5;;;NA;NA;NA;3;3;D;3;0.40;3;2;1;8;0
50962;2;3;7;1;1;2;1;2;7;3;7;1;20;4;3;2;NA;1;78;D;3;0.40;3;2;1;8;0
50963;1;12;3;1;NA;;1;2;3;3;4;2;;;NA;NA;27;2;3;A;1;1.00;1;2;0;1;0
50964;1;1;7;1;1;3;1;2;3;3;4;3;3;9;NA;1;NA;1;3;B;1;2.00;1;2;0;2;190
50965;1;3;1;1;1;1;1;2;4;2;2;1;11;10;3;2;NA;1;6;B;1;1.00;1;1;1;2;0
50966;1;6;1;1;1;2;2;2;7;3;7;1;5;12;4;NA;NA;3;3;B;1;0.67;1;2;2;9;0
50966;2;6;1;1;1;3;1;1;7;3;7;1;12;13;5;2;NA;3;3;B;1;0.67;1;2;2;9;0
50967;1;4;1;1;1;3;1;1;5;4;6;1;1;10;4;2;NA;2;5;A;2;1.00;3;4+;2;5;0
50967;2;4;1;1;1;2;1;2;5;4;6;1;17;2;4;2;NA;2;3;A;2;1.00;3;4+;2;5;0
50967;3;4;1;1;NA;;1;2;1;1;1;3;;;NA;NA;NA;3;NA;A;2;1.00;3;4+;2;5;80
50967;4;4;1;1;NA;;1;1;1;1;1;3;;;NA;NA;NA;3;NA;A;2;1.00;3;4+;2;5;0
50968;1;1;1;1;1;3;1;1;5;3;4;1;3;7;3;2;NA;1;78;A;1;0.67;1;2;2;10;0
50968;2;1;1;1;1;2;1;2;4;3;4;1;22;13;3;2;NA;1;78;A;1;0.67;1;2;2;10;0
50969;1;5;5;1;1;3;1;2;7;3;7;1;4;13;4;1;NA;2;NA;A;1;0.50;2;2;2;9;0
50969;2;5;5;1;3;3;1;1;7;3;7;1;16;2;2;NA;NA;2;NA;A;1;0.50;2;2;2;9;0
50970;1;3;1;1;1;3;1;1;5;4;5;1;9;2;3;2;NA;1;6;E;3;0.67;3;4+;2;9;0
50970;2;3;1;1;1;3;1;2;5;4;5;1;10;11;3;2;NA;1;6;E;3;0.67;3;4+;2;9;0
50971;1;9;1;1;1;2;1;2;4;3;4;1;10;4;3;1;NA;1;6;A;3;0.67;2;2;2;5;0
50971;2;9;1;1;1;3;1;1;5;3;4;1;13;4;5;2;NA;2;3;A;3;0.67;2;2;2;5;0
50972;1;8;7;1;NA;;1;2;8;3;7;5;;;NA;NA;NA;3;3;B;1;0.33;3;2;0;5;0
50972;2;8;7;1;NA;;1;1;8;3;7;5;;;NA;NA;NA;3;3;B;1;0.33;3;2;0;5;0
50973;1;5;6;1;1;3;1;1;4;3;4;1;14;1;5;2;NA;2;NA;A;1;0.67;1;2;2;5;0
50973;2;5;6;1;1;3;1;2;3;3;4;1;7;9;5;2;NA;1;3;A;1;0.67;1;2;2;5;0
50974;1;10;1;1;1;3;1;2;7;3;7;1;10;2;4;2;NA;1;3;A;1;0.40;1;2;2;10;0
50974;2;10;1;1;3;3;1;1;7;3;7;1;6;13;2;2;NA;3;3;A;1;0.40;1;2;2;10;0
50975;1;3;7;1;1;3;2;1;5;4;6;1;1;2;3;NA;NA;1;6;B;1;0.50;2;4+;2;9;0
50975;2;3;7;1;1;3;1;2;5;4;6;1;13;4;3;2;NA;1;5;B;1;0.50;2;4+;2;9;0
50975;3;3;7;1;NA;;1;1;1;1;1;3;;;NA;NA;NA;3;NA;B;1;0.50;2;4+;2;9;0
50975;4;3;7;1;NA;;1;1;1;1;1;3;;;NA;NA;NA;3;NA;B;1;0.50;2;4+;2;9;0
50977;1;12;7;1;NA;;1;2;9;2;8;5;;;NA;NA;NA;2;3;B;1;0.33;1;1;0;5;0
50978;1;4;6;1;NA;;1;2;9;2;8;5;;;NA;NA;NA;3;NA;B;2;0.50;1;1;0;3;0
50979;1;9;1;1;1;3;1;1;5;4;5;1;5;12;4;2;NA;2;3;A;2;0.67;3;4+;2;3;0
50979;2;9;1;1;1;3;1;2;4;4;5;1;21;14;4;2;NA;1;3;A;2;0.67;3;4+;2;3;0
50980;1;10;1;1;1;9;1;1;8;3;7;1;14;1;3;1;NA;1;78;D;1;0.67;1;2;1;10;0
50980;2;10;1;1;NA;;1;2;9;3;7;5;;;NA;NA;NA;1;5;D;1;0.67;1;2;1;10;0
50981;1;5;4;1;NA;;1;2;5;4;5;6;;;NA;NA;NA;2;5;C;2;0.60;1;3;1;4;0
50981;2;5;4;1;1;1;2;1;5;4;5;1;13;4;4;NA;NA;2;3;C;2;0.60;1;3;1;4;0
50982;1;3;1;1;NA;;1;2;8;3;7;5;;;NA;NA;NA;3;3;A;1;0.40;1;2;0;7;0
50982;2;3;1;1;NA;;1;1;8;3;7;5;;;NA;NA;NA;3;5;A;1;0.40;1;2;0;7;0
50983;1;5;6;1;NA;;1;1;2;1;1;3;;;NA;NA;NA;3;NA;D;1;0.71;1;4+;2;9;0
50983;2;5;6;1;1;3;1;1;6;4;6;1;16;2;3;2;NA;1;78;D;1;0.71;1;4+;2;9;0
50983;3;5;6;1;1;3;1;2;5;4;6;1;3;7;3;2;NA;1;78;D;1;0.71;1;4+;2;9;0
50983;4;5;6;1;NA;;1;2;2;1;1;3;;;NA;NA;NA;2;NA;D;1;0.71;1;4+;2;9;300
50983;5;5;6;1;NA;;1;2;1;1;1;3;;;NA;NA;NA;3;NA;D;1;0.71;1;4+;2;9;0
50984;1;5;1;1;1;2;1;2;6;3;7;1;20;2;4;2;NA;3;3;A;2;0.50;3;2;2;7;0
50984;2;5;1;1;4;3;1;1;7;3;7;1;12;13;2;NA;NA;3;3;A;2;0.50;3;2;2;7;0
50985;1;6;2;1;1;2;1;1;6;3;7;1;9;11;3;2;NA;2;6;D;1;0.50;1;2;1;10;0
50986;1;5;7;1;NA;;1;1;7;2;8;4;;;NA;NA;NA;2;5;D;3;0.50;2;1;0;1;0
50987;1;7;5;1;NA;;1;1;8;3;7;5;;;NA;NA;NA;3;5;C;1;0.50;2;2;0;9;0
50987;2;7;5;1;NA;;1;2;8;3;7;5;;;NA;NA;NA;1;5;C;1;0.50;2;2;0;9;0
50988;1;5;1;1;1;3;1;1;7;3;7;1;14;1;5;2;NA;3;5;B;2;0.75;3;3;3;9;0
50988;2;5;1;1;1;3;1;2;6;3;7;1;6;13;4;2;NA;3;3;B;2;0.75;3;3;3;9;0
50988;3;5;1;1;1;3;1;1;4;1;1;1;4;13;5;2;NA;2;3;B;2;0.75;3;3;3;9;0
50989;1;1;1;1;1;3;1;2;5;4;6;1;14;4;3;2;NA;2;3;D;2;0.80;2;4+;2;6;0
50989;2;1;1;1;1;3;1;1;6;4;6;1;14;11;3;NA;NA;2;3;D;2;0.80;2;4+;2;6;0
50989;3;1;1;1;NA;;1;1;1;1;1;3;;;NA;NA;NA;3;NA;D;2;0.80;2;4+;2;6;0
50989;4;1;1;1;NA;;1;1;1;1;1;3;;;NA;NA;NA;3;NA;D;2;0.80;2;4+;2;6;10
50990;1;6;6;1;NA;;1;1;2;3;4;2;;;NA;NA;4;1;3;B;1;1.00;1;2;0;1;0
50990;2;6;6;1;NA;;1;2;3;3;4;2;;;NA;NA;NA;1;3;B;1;1.00;1;2;0;1;0
50991;1;12;2;1;1;2;1;2;5;5;3;1;3;4;4;2;NA;2;3;A;2;0.60;3;3;1;2;0
50991;2;12;2;1;NA;;1;2;2;1;1;3;;;NA;NA;NA;2;NA;A;2;0.60;3;3;1;2;620
50991;3;12;2;1;NA;;1;1;2;1;1;3;;;NA;NA;NA;3;NA;A;2;0.60;3;3;1;2;670
50992;1;2;7;1;NA;;1;1;9;2;8;5;;;NA;NA;NA;3;NA;A;2;0.20;3;1;0;4;0
50993;1;12;7;1;1;2;1;2;5;3;4;1;21;13;5;2;NA;2;NA;D;3;0.29;2;2;2;8;0
50993;2;12;7;1;1;3;1;1;6;3;7;1;8;13;5;2;NA;2;NA;D;3;0.29;2;2;2;8;0
50994;1;9;7;1;1;2;1;2;4;4;5;1;20;5;5;2;NA;2;3;B;1;0.50;1;3;2;3;0
50994;2;9;7;1;1;3;1;1;4;4;5;1;7;12;5;2;NA;2;3;B;1;0.50;1;3;2;3;0
50995;1;5;7;1;1;1;1;2;4;3;4;1;16;2;3;2;NA;1;78;D;1;0.50;1;2;2;7;0
50995;2;5;7;1;1;3;1;1;4;3;4;1;9;11;5;2;NA;1;3;D;1;0.50;1;2;2;7;0
50996;1;12;1;1;NA;;1;1;9;3;7;5;;;NA;NA;NA;3;NA;D;1;0.67;1;2;0;8;0
50997;1;10;7;1;1;2;1;1;6;3;7;1;14;1;3;2;NA;1;3;B;1;0.50;1;2;2;10;0
50997;2;10;7;1;1;3;1;2;6;3;7;1;13;4;3;2;NA;1;78;B;1;0.50;1;2;2;10;180
50998;1;12;2;1;NA;;1;2;2;1;1;3;;;NA;NA;NA;2;NA;B;1;0.50;1;2;1;6;350
50998;2;12;2;1;1;3;1;2;6;5;3;1;12;13;4;2;NA;2;5;B;1;0.50;1;2;1;6;0
50999;1;2;1;1;NA;;1;2;8;3;7;5;;;NA;NA;NA;3;NA;B;3;0.67;3;2;0;4;0
50999;2;2;1;1;NA;;1;1;8;3;7;5;;;NA;NA;NA;3;NA;B;3;0.67;3;2;0;4;0
51000;1;5;3;1;4;3;1;2;5;4;5;1;21;11;2;1;NA;1;6;E;1;0.60;3;3;2;9;0
51000;2;5;3;1;1;3;2;1;5;4;5;1;7;9;3;NA;NA;1;6;E;1;0.60;3;3;2;9;0
51001;1;12;1;1;NA;;1;1;8;3;7;5;;;NA;NA;NA;3;NA;A;1;0.67;1;2;0;5;0
51001;2;12;1;1;NA;;1;2;8;3;7;5;;;NA;NA;NA;3;3;A;1;0.67;1;2;0;5;0
51002;1;4;2;1;NA;;1;1;8;2;8;5;;;NA;NA;NA;3;3;E;1;0.17;1;1;0;10;0
51003;1;3;6;1;NA;;1;1;7;4;6;4;;;NA;NA;NA;3;3;B;1;1.00;1;4+;1;2;0
51003;2;3;6;1;1;3;1;2;6;4;6;1;8;13;5;2;NA;2;3;B;1;1.00;1;4+;1;2;0
51003;3;3;6;1;NA;;1;2;2;1;1;3;;;NA;NA;NA;3;NA;B;1;1.00;1;4+;1;2;350
51004;1;10;1;1;NA;;1;2;2;1;1;3;;;NA;NA;NA;2;NA;B;1;1.00;1;4+;2;5;0
51004;2;10;1;1;1;2;1;1;5;4;5;1;3;4;3;2;NA;1;78;B;1;1.00;1;4+;2;5;0
51004;3;10;1;1;1;1;1;2;5;4;5;1;12;6;3;NA;NA;1;78;B;1;1.00;1;4+;2;5;0
51005;1;3;1;1;1;2;1;2;4;4;5;1;10;8;4;2;NA;1;6;E;1;0.67;1;4+;2;4;0
51005;2;3;1;1;3;3;1;1;5;4;5;1;2;2;2;2;NA;2;3;E;1;0.67;1;4+;2;4;0
51006;1;1;5;1;1;2;1;2;8;3;7;1;2;4;3;2;NA;2;3;B;1;0.40;1;2;2;9;0
51006;2;1;5;1;1;2;1;1;8;3;7;1;14;1;4;2;NA;2;NA;B;1;0.40;1;2;2;9;0
51007;1;8;4;1;3;3;1;1;6;3;7;1;12;13;2;2;NA;1;6;B;1;0.40;1;2;2;10;0
51007;2;8;4;1;1;3;1;2;5;3;4;1;9;9;4;2;NA;2;3;B;1;0.40;1;2;2;10;0
51008;1;4;1;1;1;3;1;1;7;4;6;1;21;4;5;2;NA;2;3;B;2;2.00;3;4+;3;7;0
51008;2;4;1;1;1;3;1;2;5;4;6;1;8;13;3;2;NA;2;6;B;2;2.00;3;4+;3;7;0
51008;3;4;1;1;6;3;1;1;2;1;1;1;12;13;2;1;NA;3;NA;B;2;2.00;3;4+;3;7;0
51008;4;4;1;1;NA;;1;1;2;1;1;3;;;NA;NA;NA;3;NA;B;2;2.00;3;4+;3;7;0
51009;1;10;1;1;3;3;1;1;6;3;7;1;15;3;2;2;NA;3;3;C;1;0.29;1;2;2;9;0
51009;2;10;1;1;1;3;1;2;6;3;7;1;10;11;5;2;NA;3;3;C;1;0.29;1;2;2;9;0
51010;1;2;2;1;1;3;1;2;7;2;8;1;1;2;4;2;NA;2;3;A;1;0.50;1;1;1;9;0
51011;1;10;7;1;4;3;1;1;7;2;8;1;5;12;2;2;NA;2;3;E;1;0.50;1;1;1;6;0
51012;1;11;1;1;1;1;1;1;6;3;7;1;1;8;5;2;NA;3;3;B;2;0.40;2;2;2;8;0
51012;2;11;1;1;1;2;1;2;7;3;7;1;8;9;4;2;NA;3;3;B;2;0.40;2;2;2;8;0
51013;1;1;7;1;1;2;1;2;6;3;7;1;2;4;4;2;NA;3;3;B;1;1.00;1;3;1;8;0
51015;1;2;2;1;1;3;1;1;6;4;6;1;5;12;5;2;NA;3;3;E;2;1.00;3;4+;2;5;0
51015;2;2;2;1;1;3;1;2;6;4;6;1;15;3;4;1;NA;2;3;E;2;1.00;3;4+;2;5;0
51015;3;2;2;1;NA;;1;1;1;1;1;3;;;NA;NA;NA;3;NA;E;2;1.00;3;4+;2;5;0
51015;4;2;2;1;NA;;1;2;1;1;1;3;;;NA;NA;NA;3;NA;E;2;1.00;3;4+;2;5;360
51016;1;11;1;1;1;3;1;2;3;3;4;1;12;15;4;2;NA;1;6;B;2;1.00;2;2;2;7;90
51016;2;11;1;1;1;3;1;1;4;3;4;1;13;4;5;2;NA;2;3;B;2;1.00;2;2;2;7;0
51017;1;5;1;1;3;3;1;2;7;3;7;1;14;1;2;2;NA;2;NA;A;1;0.40;1;2;2;10;0
51017;2;5;1;1;3;3;1;1;7;3;7;1;8;13;2;2;NA;2;3;A;1;0.40;1;2;2;10;0
51018;1;12;1;1;1;3;1;2;4;3;4;1;9;4;4;2;NA;1;6;A;1;1.00;1;2;1;6;0
51018;2;12;1;1;NA;;1;1;4;3;4;3;;;NA;NA;1;1;6;A;1;1.00;1;2;1;6;0
51019;1;4;1;1;NA;;1;2;7;2;8;5;;;NA;NA;NA;3;NA;B;1;0.50;1;1;0;5;0
51020;1;5;6;1;NA;;1;1;8;3;7;5;;;NA;NA;NA;3;3;A;2;0.50;2;2;0;4;0
51020;2;5;6;1;NA;;2;2;8;3;7;5;;;NA;NA;NA;3;NA;A;2;0.50;2;2;0;4;0
51021;1;7;1;1;1;2;1;2;6;3;7;1;2;10;3;2;NA;1;6;B;3;0.75;1;3;2;6;0
51021;2;7;1;1;6;3;1;1;3;1;1;1;12;13;2;1;NA;1;3;B;3;0.75;1;3;2;6;0
51022;1;11;1;1;1;1;1;2;4;3;4;1;20;5;3;2;NA;1;78;B;1;0.50;1;2;2;10;0
51022;2;11;1;1;1;3;1;1;4;3;4;1;16;2;3;2;NA;1;78;B;1;0.50;1;2;2;10;0
51023;1;6;6;1;NA;;1;1;2;1;1;2;;;NA;NA;12;1;3;B;2;0.50;2;3;2;8;0
51023;2;6;6;1;1;2;1;2;7;3;7;1;5;12;3;2;NA;1;5;B;2;0.50;2;3;2;8;0
51023;3;6;6;1;1;3;1;1;7;3;7;1;7;4;3;2;NA;1;78;B;2;0.50;2;3;2;8;70
51024;1;2;4;1;1;3;1;1;6;3;7;1;13;4;3;2;NA;1;78;D;1;0.67;1;2;2;10;0
51024;2;2;4;1;1;2;1;2;5;3;4;1;5;12;4;2;NA;2;5;D;1;0.67;1;2;2;10;0
51025;1;4;6;1;1;3;1;1;4;4;5;1;5;12;3;2;NA;1;3;B;1;1.00;1;4+;2;4;0
51025;2;4;6;1;1;3;1;2;5;4;5;1;14;1;3;2;NA;1;5;B;1;1.00;1;4+;2;4;0
51026;1;8;2;1;1;2;1;2;5;4;5;1;12;13;3;2;NA;1;78;B;1;1.00;1;4+;2;5;0
51026;2;8;2;1;1;1;1;1;5;4;5;1;5;12;3;2;NA;1;3;B;1;1.00;1;4+;2;5;0
51027;1;7;1;1;NA;;1;2;7;3;7;4;;;NA;NA;NA;2;NA;E;2;1.00;1;2;0;3;0
51027;2;7;1;1;NA;;1;1;7;3;7;4;;;NA;NA;NA;3;NA;E;2;1.00;1;2;0;3;0
51028;1;6;7;1;NA;;1;2;4;4;5;6;;;NA;NA;NA;1;6;B;1;1.00;1;3;1;4;0
51028;2;6;7;1;1;3;1;1;4;4;5;1;3;11;5;2;NA;2;3;B;1;1.00;1;3;1;4;0
51029;1;6;4;1;1;2;1;2;6;4;6;1;16;3;4;2;NA;1;5;C;1;0.80;1;4+;2;7;0
51029;2;6;4;1;1;3;1;1;6;4;6;1;14;1;5;2;NA;2;3;C;1;0.80;1;4+;2;7;0
51029;3;6;4;1;NA;;1;1;1;1;1;3;;;NA;NA;NA;3;NA;C;1;0.80;1;4+;2;7;0
51030;1;11;7;1;1;3;1;1;3;3;4;1;12;12;3;1;NA;1;3;C;1;1.00;1;2;2;4;0
51030;2;11;7;1;1;3;2;2;3;3;4;1;13;4;4;NA;NA;1;6;C;1;1.00;1;2;2;4;0
51031;1;4;3;1;NA;;1;2;8;2;8;5;;;NA;NA;NA;3;NA;B;3;0.20;3;1;0;6;0
51032;1;3;7;1;NA;;1;1;8;2;8;5;;;NA;NA;NA;3;3;A;1;1.00;1;1;0;5;0
51033;1;5;7;1;NA;;1;2;8;2;8;5;;;NA;NA;NA;2;NA;E;1;1.00;1;1;0;7;0
51034;1;2;6;1;NA;;1;2;5;4;5;6;;;NA;NA;NA;1;78;B;1;0.43;3;3;1;8;0
51034;2;2;6;1;1;2;1;1;5;4;5;1;9;4;3;2;NA;1;6;B;1;0.43;3;3;1;8;0
51035;1;3;7;1;1;2;1;1;7;2;8;1;16;2;4;2;NA;1;5;D;1;0.33;1;1;1;10;0
51036;1;8;1;1;1;2;1;2;5;5;3;1;5;12;4;2;NA;1;6;B;1;tammi.25;1;4+;1;1;0
51037;1;6;7;1;1;3;1;2;2;1;1;1;12;11;5;2;NA;1;3;A;1;0.83;1;4+;4+;6;0
51037;2;6;7;1;1;3;1;1;6;4;6;1;14;1;4;2;NA;1;6;A;1;0.83;1;4+;4+;6;0
51037;3;6;7;1;1;2;1;2;6;4;6;1;4;13;3;2;NA;1;78;A;1;0.83;1;4+;4+;6;0
51037;4;6;7;1;NA;;1;1;1;1;1;3;;;NA;NA;NA;3;NA;A;1;0.83;1;4+;4+;6;0
51038;1;11;1;1;1;2;1;2;5;5;3;1;11;13;4;2;NA;1;5;A;2;0.80;1;4+;1;2;60
51038;2;11;1;1;NA;;1;2;2;1;1;3;;;NA;NA;NA;2;NA;A;2;0.80;1;4+;1;2;70
51038;3;11;1;1;NA;;1;1;2;1;1;3;;;NA;NA;NA;3;NA;A;2;0.80;1;4+;1;2;0
51039;1;6;2;1;NA;;1;2;8;2;8;5;;;NA;NA;NA;2;NA;A;1;0.33;1;1;0;7;0
51040;1;9;1;1;3;3;1;1;6;3;7;1;19;2;2;2;NA;2;NA;A;3;0.67;2;2;2;9;0
51040;2;9;1;1;1;3;1;2;6;3;7;1;16;3;4;2;NA;2;NA;A;3;0.67;2;2;2;9;0
51041;1;5;1;1;NA;;1;2;8;3;7;5;;;NA;NA;NA;3;3;A;2;0.40;1;2;0;3;0
